2017-12-13,EE0000544,22950 VANOWEN ST # D,WEST HILLS,FA0252633,WINGSTOP #1304,CA,91307-2551,A,OW0246360,"LACO-WING, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,WINGSTOP #1304,ACTIVE,PR0201962,96,DA5WT02S7,1,ROUTINE INSPECTION,wingstop
2017-12-14,EE0000011,10374 SEPULVEDA BLVD,MISSION HILLS,FA0252615,WINGSTOP,CA,91345,A,OW0011603,"FAR WEST RESTAURANT GROUP, LLC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,WINGSTOP,ACTIVE,PR0201936,97,DASXFZ9AE,1,ROUTINE INSPECTION,wingstop
2017-12-13,EE0000468,8384 W 3RD ST,LOS ANGELES,FA0252607,CLEO,CA,90048-4311,A,OW0246337,"CLEO W. 3RD , LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,CLEO,ACTIVE,PR0201929,90,DA33KOB0Y,1,ROUTINE INSPECTION,cleo
2017-12-22,EE0000633,300 WORLD WAY # 329,LOS ANGELES,FA0252603,ASHLAND BAR EARTH BAR / PANDA EXPRESS ASHLAND HILL,CA,90045,A,OW0246305,AREAS CREWS LAX JV LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,ASHLAND BAR EARTH BAR,ACTIVE,PR0201924,94,DASLMCMS8,1,ROUTINE INSPECTION,ashland bar earth bar / panda express ashland hill
2017-12-21,EE0000852,7161 SEPULVEDA BLVD,VAN NUYS,FA0252601,MCDONALD'S RESTAURANT,CA,91405,A,OW0246327,HAFA MANAGEMENT COPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALD'S RESTAURANT,ACTIVE,PR0201921,95,DAUCWGBYX,1,ROUTINE INSPECTION,mcdonald's restaurant
2017-12-18,EE0000314,7045 VAN NUYS BLVD,VAN NUYS,FA0252597,MCDONALD'S RESTAURANT,CA,91405,B,OW0246327,HAFA MANAGEMENT COPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALDS RESTAURANT,ACTIVE,PR0201916,83,DAXXUXDUE,1,ROUTINE INSPECTION,mcdonald's restaurant
2017-12-18,EE0000971,44433 VALLEY CENTRAL WAY,LANCASTER,FA0252596,WINGSTOP #1357,CA,93536,A,OW0246330,GIMJ INVESTMENT GROUP IV LLC,RESTAURANT (31-60) SEATS MODERATE RISK,1634,WINGSTOP #1357,ACTIVE,PR0201915,97,DAEXWYT5U,1,ROUTINE INSPECTION,wingstop
2017-07-20,EE0000314,13700 SHERMAN WAY,VAN NUYS,FA0252591,MCDONALD'S RESTAURANT,CA,91405,A,OW0246327,HAFA MANAGEMENT COPORATION,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALDS RESTAURANT,ACTIVE,PR0201910,92,DA5RJMKGC,1,ROUTINE INSPECTION,mcdonald's restaurant
2017-12-21,EE0000897,1900 E ALONDRA BLVD,COMPTON,FA0252587,EL MEXICANO MARKET,CA,90221,A,OW0246323,AYU GROCERS INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,EL MEXICANO MARKET - MAIN MARKET,ACTIVE,PR0201906,97,DACS60BKO,1,ROUTINE INSPECTION,el mexicano market
2017-12-20,EE0000464,7622 RESEDA BLVD,RESEDA,FA0252583,CALIFORNIA TAMALE HOUSE,CA,91335,A,OW0246319,CALIFORNIA FIESTA TAMALE INC.,RESTAURANT (0-30) SEATS HIGH RISK,1632,CALIFORNIA TAMALE HOUSE,ACTIVE,PR0201901,90,DA0CFFBFF,1,ROUTINE INSPECTION,california tamale house
2017-12-15,EE0000854,700 WESTERN AVE # 102,LOS ANGELES,FA0252571,MR BOBA,CA,90005-5113,A,OW0246307,FIRST BOBA INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,MR BOBA,ACTIVE,PR0201886,98,DAFER7HLR,1,ROUTINE INSPECTION,mr boba
2017-12-28,EE0000500,1253 S LONE HILL AVE # A,GLENDORA,FA0252568,ALDI #111,CA,91740-4507,A,OW0226753,AI CALIFORNIA LLC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,ALDI #111,ACTIVE,PR0201883,100,DAZNSG0ZU,1,ROUTINE INSPECTION,aldi
2017-12-12,EE0000886,211 E FOOTHILL BLVD,ARCADIA,FA0252566,AFC SUSHI @ RALPH'S # 41,CA,91006,A,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AFC SUSHI @ RALPH'S # 41,ACTIVE,PR0201880,95,DAQZNTSOJ,1,ROUTINE INSPECTION,afc sushi
2017-12-27,EE0000947,13157 TELEGRAPH RD,SANTA FE SPRINGS,FA0252556,CARLS JR #108,CA,90670,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #108,ACTIVE,PR0201871,95,DAFDB35HV,1,ROUTINE INSPECTION,carls jr
2017-12-26,EE0000581,3770 CAHUENGA BLVD,NORTH HOLLYWOOD,FA0252555,CARLS JR #171,CA,91604,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #171,ACTIVE,PR0201870,96,DA9XUAVCC,1,ROUTINE INSPECTION,carls jr
2017-12-21,EE0000366,1751 S SOTO ST,LOS ANGELES,FA0252554,CARLS JR #212,CA,90023,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #212,ACTIVE,PR0201869,98,DASUPSY7E,1,ROUTINE INSPECTION,carls jr
2017-12-11,EE0000594,2912 S FIGUEROA ST,LOS ANGELES,FA0252553,CARLS JR #321,CA,90007,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #321,ACTIVE,PR0201868,91,DAEO03EE0,1,ROUTINE INSPECTION,carls jr
2017-11-30,EE0000741,5501 TELEGRAPH RD,COMMERCE,FA0252552,CARLS JR #337,CA,90040,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #337,ACTIVE,PR0201867,95,DA0MXNHHF,1,ROUTINE INSPECTION,carls jr
2017-12-14,EE0001048,2310 S LA CIENEGA BLVD,LOS ANGELES,FA0252551,CARLS JR #404,CA,90034,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #404,ACTIVE,PR0201866,95,DAPN9LETK,1,ROUTINE INSPECTION,carls jr
2017-12-13,EE0000724,2401 E FLORENCE AVE,HUNTINGTON PARK,FA0252549,CARLS JR #558,CA,90255,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #558,ACTIVE,PR0201864,91,DAL7YZTHU,1,ROUTINE INSPECTION,carls jr
2017-12-21,EE0000971,49669 GORMAN POST RD,GORMAN,FA0252547,CARLS JR #660,CA,93243,A,OW0242903,"PALISADES RESTAURANT GROUP, INC.",RESTAURANT (61-150) SEATS MODERATE RISK,1637,CARLS JR #660,ACTIVE,PR0201862,97,DAJAERY4U,1,ROUTINE INSPECTION,carls jr
2017-12-18,EE0000526,7550 TAMPA AVE UNIT G,RESEDA,FA0252541,LENZINI'S PIZZA,CA,91335,A,OW0246298,BEHNAM EZAH,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LENZINI'S PIZZA,ACTIVE,PR0201854,94,DAIGLD08C,1,ROUTINE INSPECTION,lenzini's pizza
2017-12-19,EE0000035,973 W FOOTHILL BLVD,CLAREMONT,FA0252539,BASKIN ROBBINS,CA,91711,A,OW0227520,HARRIS M CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,BASKIN ROBBINS,ACTIVE,PR0201852,98,DAYLGKAWZ,1,ROUTINE INSPECTION,baskin robbins
2017-11-06,EE0000029,18170 PIONEER BLVD,ARTESIA,FA0252537,YOGURTLAND,CA,90701,A,OW0246295,JB&S CAFE LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,YOGURTLAND,ACTIVE,PR0201850,100,DANTTRYMT,1,ROUTINE INSPECTION,yogurtland
2017-12-20,EE0000006,4050 CRENSHAW BLVD,LOS ANGELES,FA0252531,LOUISIANA FRIED CHICKEN #4050,CA,90008,A,OW0246290,LONG KUY LIM,RESTAURANT (0-30) SEATS HIGH RISK,1632,LOUISIANA FRIED CHICKEN #4050,ACTIVE,PR0201842,91,DAWVEJB0H,1,ROUTINE INSPECTION,louisiana fried chicken
2017-12-13,EE0000609,5900 SEPULVEDA BLVD,VAN NUYS,FA0252529,DELI-CIOUS,CA,91411,A,OW0246288,DELI-CIOUS DELI LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DELI-CIOUS,ACTIVE,PR0201840,95,DAZ2OBCFI,1,ROUTINE INSPECTION,deli-cious
2017-12-14,EE0000258,1269 N GRAND AVE,WALNUT,FA0252516,YOSHINOYA #1259,CA,91789,A,OW0218351,YOSHINOYA AMERICA INC.,RESTAURANT (31-60) SEATS MODERATE RISK,1634,YOSHINOYA #1259,ACTIVE,PR0201819,90,DAL0VQRAM,1,ROUTINE INSPECTION,yoshinoya
2017-12-18,EE0000997,601 SANTA MONICA BLVD,SANTA MONICA,FA0252504,BOOKMARK CAFE,CA,90401,A,OW0246267,AILERON USA LLC,RESTAURANT (0-30) SEATS HIGH RISK,1632,BOOKMARK CAFE,ACTIVE,PR0201786,96,DAK9JYNKD,1,ROUTINE INSPECTION,bookmark cafe
2017-12-13,EE0000375,10250 SANTA MONICA BLVD # 9190,LOS ANGELES,FA0252500,SMITTEN ICE CREAM,CA,90067,A,OW0185354,"SMITTEN VENTURES, INC",RESTAURANT (0-30) SEATS LOW RISK,1630,SMITTEN ICE CREAM,ACTIVE,PR0201782,92,DAYYXUWDC,1,ROUTINE INSPECTION,smitten ice cream
2017-12-07,EE0000740,2609 N MAIN ST,LOS ANGELES,FA0252493,SORULLOS DISCOUNT STORE,CA,90031-3318,A,OW0246258,LAURA SANTIAGO VELAZQUEZ,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,SORULLOS DISCOUNT STORE,ACTIVE,PR0201775,93,DAQEBI3HA,1,ROUTINE INSPECTION,sorullos discount store
2017-12-12,EE0000520,20060 VENTURA BLVD,WOODLAND HILLS,FA0252479,AFC SUSHI @ RALPHS #0070,CA,91364,A,OW0001761,ADVANCED FRESH CONCEPTS FRANCHISE CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,AFC SUSHI @ RALPHS #0070,ACTIVE,PR0201752,100,DA74I0BLC,1,ROUTINE INSPECTION,afc sushi
2017-12-13,EE0000837,27631 BOUQUET CANYON RD,SAUGUS,FA0252473,ACE SUSHI,CA,91350,A,OW0003238,ASIANA MANAGEMENT GROUP INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,ACE SUSHI,ACTIVE,PR0201744,96,DADPH3OYF,1,ROUTINE INSPECTION,ace sushi
2017-12-19,EE0000721,640 S HILL ST # S4,LOS ANGELES,FA0252450,LE CAFE BONJOUR,CA,90014,A,OW0246218,LE CAFE BONJOUR INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,LE CAFE BONJOUR,ACTIVE,PR0201720,96,DAE4I0GGB,1,ROUTINE INSPECTION,le cafe bonjour
2017-12-06,EE0000594,835 W JEFFERSON BLVD # 7H,LOS ANGELES,FA0252447,TREJO'S TACOS,CA,90089-3503,A,OW0246215,"TREJOS JEFFERSON, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,TREJO'S TACOS,ACTIVE,PR0201717,97,DAZTHXYA1,1,ROUTINE INSPECTION,trejo's tacos
2017-12-06,EE0000835,7220 W SUNSET BLVD,LOS ANGELES,FA0252446,DOMINO'S PIZZA,CA,90046,A,OW0010606,E.M. PIZZA INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,DOMINO'S PIZZA,ACTIVE,PR0201716,96,DAXM1SJSO,1,ROUTINE INSPECTION,domino's pizza
2017-12-13,EE0000318,112 CARUSO AVE,GLENDALE,FA0252440,SEE'S CANDY,CA,91210,A,OW0032100,"SEE'S CANDIES, INC.","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,SEE'S CANDY,ACTIVE,PR0201709,100,DANEG40G6,1,ROUTINE INSPECTION,see's candy
2017-12-07,EE0000074,6306 SAN FERNANDO RD,GLENDALE,FA0252437,PHO HOT,CA,91201,A,OW0246209,PHO HOT ENTERPRISE INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,PHO HOT,ACTIVE,PR0201706,94,DA3K6OWIE,1,ROUTINE INSPECTION,pho hot
2017-12-20,EE0000699,3470 W 6TH ST # 2B,LOS ANGELES,FA0252436,COCO FRESH TEA AND JUICE,CA,90020-2556,A,OW0246208,TCJP LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,COCO FRESH TEA AND JUICE,ACTIVE,PR0201705,94,DAARBF28C,1,ROUTINE INSPECTION,coco fresh tea and juice
2017-12-07,EE0000258,1535 E AMAR RD,WEST COVINA,FA0252431,BAJA CALI FISH & TACOS,CA,91792,A,OW0246203,JL INVESTMENT GROUP INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,BAJA CALI FISH & TACOS,ACTIVE,PR0201700,92,DAMGDIBMB,1,ROUTINE INSPECTION,baja cali fish & tacos
2017-12-28,EE0000258,1229 N GRAND AVE,WALNUT,FA0252428,WINGSTOP #1363,CA,91789,A,OW0246200,CALI WINGS INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,WINGSTOP #1363,ACTIVE,PR0201697,94,DA0HCWLNX,1,ROUTINE INSPECTION,wingstop
2017-12-28,EE0000029,12232 ARTESIA BLVD,ARTESIA,FA0252427,CAFE MAJI,CA,90701,A,OW0246199,CATENA LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,CAFE MAJI,ACTIVE,PR0201696,98,DAVEEFBYF,1,ROUTINE INSPECTION,cafe maji
2017-12-07,EE0001014,4718 1/4 ADMIRALTY WAY,MARINA DEL REY,FA0252425,SWEET GREEN,CA,90292,A,OW0246197,"SWEET GREEN LA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SWEET GREEN,ACTIVE,PR0201694,97,DA87PH1ZN,1,ROUTINE INSPECTION,sweet green
2017-12-15,EE0000206,12643 SHERMAN WAY # G,NORTH HOLLYWOOD,FA0252421,BLACKJACK MARKET,CA,91606,A,OW0246194,AN-SK GROUP INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BLACKJACK MARKET - MEAT MARKET,ACTIVE,PR0201686,92,DAQ3KR4YE,1,ROUTINE INSPECTION,blackjack market
2017-12-05,EE0000605,6600 TOPANGA CANYON BLVD # FC7,CANOGA PARK,FA0252418,MASSIS KABOB,CA,91303,A,OW0017023,"INTERNATIONAL GRILL, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,MASSIS KABOB,ACTIVE,PR0201681,98,DAXO1IU1Z,1,ROUTINE INSPECTION,massis kabob
2017-12-27,EE0000735,28227 NEWHALL RANCH RD,SANTA CLARITA,FA0252416,TERIYAKI MADNESS,CA,91355,A,OW0246191,JIMMY ZIEN INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,TERIYAKI MADNESS,ACTIVE,PR0201679,98,DABQBB60J,1,ROUTINE INSPECTION,teriyaki madness
2017-12-06,EE0000544,4799 COMMONS WAY # J,CALABASAS,FA0252395,GREENLEAF,CA,91302,A,OW0246175,GREENLEAF CALABASAS LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,GREENLEAF,ACTIVE,PR0201658,90,DARPGZ6TX,1,ROUTINE INSPECTION,greenleaf
2017-12-08,EE0000685,4550 VAN NUYS BLVD # B,SHERMAN OAKS,FA0252394,AFTERS ICE CREAM,CA,91403,A,OW0227003,BEFORES LLC,RESTAURANT (0-30) SEATS LOW RISK,1630,AFTERS ICE CREAM,ACTIVE,PR0201657,96,DASXBS3UL,1,ROUTINE INSPECTION,afters ice cream
2017-12-21,EE0000800,2715 S WESTERN AVE # D,LOS ANGELES,FA0252393,LA MICHOACANA,CA,90018,A,OW0246174,"LA BODEGA MEX ICE CREAM , INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,LA MICHOACANA,ACTIVE,PR0201656,94,DAXBR1QZ7,1,ROUTINE INSPECTION,la michoacana
2017-12-07,EE0000364,13301 VICTORY BLVD,VAN NUYS,FA0252388,VICTORY DONUTS,CA,91401,A,OW0246169,NYSOKNA POV,RESTAURANT (0-30) SEATS MODERATE RISK,1631,VICTORY DONUTS,ACTIVE,PR0201651,92,DA0IXD6P0,1,ROUTINE INSPECTION,victory donuts
2017-12-12,EE0000258,20747 AMAR RD STE 6,WALNUT,FA0252386,MJ CAFE & TEAHOUSE,CA,91789,B,OW0246167,"JM CAFE, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,MJ CAFE & TEAHOUSE,ACTIVE,PR0201649,87,DANEYXBBM,1,ROUTINE INSPECTION,mj cafe & teahouse
2017-12-12,EE0000558,2063 RANCHO VALLEY RD # 300,POMONA,FA0252377,WINGSTOP #143,CA,91766,A,OW0246159,"SIZZLING WINGS, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,WINGSTOP #143,ACTIVE,PR0201640,98,DASLVWRTQ,1,ROUTINE INSPECTION,wingstop
2017-12-20,EE0000031,13000 PARAMOUNT BLVD,DOWNEY,FA0252374,EL REY QUICK STOP,CA,90242-4330,A,OW0246156,MARIA CRISTINA NAHUE,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,EL REY QUICK STOP,ACTIVE,PR0201637,95,DAWIRD5LY,1,ROUTINE INSPECTION,el rey quick stop
2017-12-04,EE0000659,116 N ROBERTSON BLVD,LOS ANGELES,FA0252353,BLUE BOTTLE COFFEE,CA,90048,A,OW0128216,BLUE BOTTLE COFFEE INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BLUE BOTTLE COFFEE,ACTIVE,PR0201614,95,DAXL70U9C,1,ROUTINE INSPECTION,blue bottle coffee
2017-12-06,EE0000951,830 N FAIRFAX AVE BLDG A,LOS ANGELES,FA0252352,BLUE BOTTLE COFFEE,CA,90046,A,OW0128216,BLUE BOTTLE COFFEE INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,BLUE BOTTLE COFFEE,ACTIVE,PR0201615,93,DAJZVZKYO,1,ROUTINE INSPECTION,blue bottle coffee
2017-12-19,EE0000318,204 N BRAND BLVD,GLENDALE,FA0252351,CAULDRON ICE CREAM,CA,91203-2610,A,OW0246137,JPP GROUP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CAULDRON ICE CREAM,ACTIVE,PR0201613,95,DA0H0LANT,1,ROUTINE INSPECTION,cauldron ice cream
2017-12-05,EE0000355,14151 RAMONA BLVD STE 3,BALDWIN PARK,FA0252350,LA MICHOACANA PALETERIA,CA,91706,A,OW0246136,LA MICHOACANA PALETERIA INC,RESTAURANT (0-30) SEATS LOW RISK,1630,LA MICHOACANA PALETERIA,ACTIVE,PR0201612,95,DA46EGYVB,1,ROUTINE INSPECTION,la michoacana paleteria
2017-12-19,EE0000742,18475 E COLIMA RD,ROWLAND HEIGHTS,FA0252346,KIKI BAKERY,CA,91748,A,OW0028597,PINK BAKING CO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,KIKI BAKERY,ACTIVE,PR0201607,90,DABAXVWKA,1,ROUTINE INSPECTION,kiki bakery
2017-12-01,EE0000375,10250 SANTA MONICA BLVD FC08,LOS ANGELES,FA0252341,TIPSY COW,CA,90067,A,OW0246129,TC CENTURY INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,TIPSY COW,ACTIVE,PR0201601,90,DALUSISW5,1,ROUTINE INSPECTION,tipsy cow
2017-12-06,EE0000725,4704 FIRESTONE BLVD,SOUTH GATE,FA0252340,STARBUCKS COFFEE #49966,CA,90280,A,OW0033938,STARBUCKS COFFEE CORPORATION,RESTAURANT (0-30) SEATS LOW RISK,1630,STARBUCKS COFFEE #49966,ACTIVE,PR0201602,99,DA0S81OQS,1,ROUTINE INSPECTION,starbucks coffee
